1.972000000000000000e+03,1.973000000000000000e+03,1.974000000000000000e+03,1.975000000000000000e+03,1.976000000000000000e+03,1.977000000000000000e+03,1.978000000000000000e+03,1.979000000000000000e+03,1.980000000000000000e+03,1.981000000000000000e+03,1.982000000000000000e+03,1.983000000000000000e+03,1.984000000000000000e+03,1.985000000000000000e+03,1.986000000000000000e+03,1.987000000000000000e+03,1.988000000000000000e+03,1.989000000000000000e+03,1.990000000000000000e+03,1.991000000000000000e+03,1.992000000000000000e+03,1.993000000000000000e+03,1.994000000000000000e+03,1.995000000000000000e+03,1.996000000000000000e+03,1.997000000000000000e+03,1.998000000000000000e+03,1.999000000000000000e+03,2.000000000000000000e+03,2.001000000000000000e+03,2.002000000000000000e+03,2.003000000000000000e+03,2.004000000000000000e+03,2.005000000000000000e+03,2.006000000000000000e+03,2.007000000000000000e+03,2.008000000000000000e+03,2.009000000000000000e+03,2.010000000000000000e+03,2.011000000000000000e+03,2.012000000000000000e+03,2.013000000000000000e+03,2.014000000000000000e+03
3.600000000000000089e+00,1.399999999999999911e+00,1.699999999999999956e+00,1.399999999999999911e+00,2.299999999999999822e+00,0.000000000000000000e+00,1.600000000000000089e+00,4.500000000000000111e-01,1.500000000000000000e+00,3.900000000000000133e-01,1.200000000000000000e+01,1.000000000000000000e+01,3.100000000000000089e+00,1.300000000000000044e+00,4.799999999999999822e+00,4.500000000000000111e-01,1.600000000000000033e-01,2.100000000000000089e+00,8.000000000000000444e-01,3.300000000000000155e-01,2.399999999999999911e-01,9.799999999999999822e-01,2.999999999999999889e-01,2.000000000000000000e+00,1.100000000000000089e+00,1.399999999999999911e+00,3.299999999999999822e+00,1.500000000000000000e+00,5.899999999999999689e-01,8.999999999999999667e-02,3.800000000000000044e-01,4.299999999999999933e-01,1.340000000000000080e+00,1.110000000000000098e+00,1.389999999999999902e+00,6.600000000000000311e-01,0.000000000000000000e+00,2.000000000000000111e-01,2.700000000000000178e-01,2.049999999999999822e+00,1.600000000000000033e-01,1.900000000000000022e-01,8.000000000000000167e-02
4.200000000000000178e+00,1.399999999999999911e+00,1.699999999999999956e+00,1.399999999999999911e+00,5.900000000000000355e+00,0.000000000000000000e+00,1.699999999999999956e+00,4.500000000000000111e-01,1.500000000000000000e+00,3.800000000000000044e-01,1.100000000000000000e+01,1.000000000000000000e+01,2.899999999999999911e+00,1.300000000000000044e+00,3.899999999999999911e+00,4.600000000000000200e-01,1.600000000000000033e-01,2.500000000000000000e+00,7.099999999999999645e-01,3.400000000000000244e-01,3.499999999999999778e-01,8.800000000000000044e-01,2.999999999999999889e-01,1.899999999999999911e+00,1.100000000000000089e+00,1.699999999999999956e+00,2.899999999999999911e+00,1.500000000000000000e+00,5.699999999999999512e-01,5.999999999999999778e-02,4.299999999999999933e-01,4.500000000000000111e-01,1.320000000000000062e+00,1.149999999999999911e+00,1.429999999999999938e+00,5.999999999999999778e-01,0.000000000000000000e+00,2.500000000000000000e-01,3.400000000000000244e-01,2.069999999999999840e+00,1.600000000000000033e-01,1.799999999999999933e-01,1.000000000000000021e-02
3.799999999999999822e+00,1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,2.700000000000000178e+00,0.000000000000000000e+00,1.600000000000000089e+00,4.500000000000000111e-01,1.399999999999999911e+00,5.200000000000000178e-01,9.800000000000000711e+00,8.300000000000000711e+00,2.500000000000000000e+00,1.300000000000000044e+00,4.400000000000000355e+00,4.500000000000000111e-01,1.700000000000000122e-01,2.899999999999999911e+00,7.099999999999999645e-01,3.300000000000000155e-01,3.499999999999999778e-01,8.399999999999999689e-01,4.000000000000000222e-01,1.800000000000000044e+00,1.100000000000000089e+00,3.700000000000000178e+00,2.799999999999999822e+00,1.399999999999999911e+00,5.999999999999999778e-01,5.000000000000000278e-02,4.699999999999999734e-01,4.799999999999999822e-01,1.290000000000000036e+00,1.179999999999999938e+00,1.500000000000000000e+00,5.600000000000000533e-01,0.000000000000000000e+00,2.600000000000000089e-01,1.379999999999999893e+00,2.129999999999999893e+00,1.600000000000000033e-01,2.099999999999999922e-01,0.000000000000000000e+00
3.799999999999999822e+00,1.600000000000000089e+00,1.699999999999999956e+00,1.199999999999999956e+00,1.699999999999999956e+00,0.000000000000000000e+00,1.500000000000000000e+00,4.799999999999999822e-01,1.399999999999999911e+00,5.899999999999999689e-01,9.199999999999999289e+00,7.099999999999999645e+00,2.299999999999999822e+00,1.300000000000000044e+00,5.200000000000000178e+00,4.699999999999999734e-01,1.900000000000000022e-01,2.799999999999999822e+00,6.600000000000000311e-01,3.499999999999999778e-01,3.800000000000000044e-01,1.600000000000000089e+00,4.099999999999999756e-01,1.699999999999999956e+00,1.100000000000000089e+00,1.600000000000000089e+00,2.700000000000000178e+00,1.399999999999999911e+00,6.899999999999999467e-01,2.999999999999999889e-02,4.899999999999999911e-01,4.899999999999999911e-01,1.229999999999999982e+00,1.219999999999999973e+00,1.489999999999999991e+00,5.200000000000000178e-01,3.890000000000000124e+00,3.499999999999999778e-01,4.089999999999999858e+00,2.479999999999999982e+00,1.799999999999999933e-01,2.200000000000000011e-01,0.000000000000000000e+00
3.200000000000000178e+00,1.600000000000000089e+00,1.699999999999999956e+00,1.199999999999999956e+00,1.600000000000000089e+00,0.000000000000000000e+00,1.500000000000000000e+00,5.100000000000000089e-01,1.399999999999999911e+00,5.400000000000000355e-01,8.000000000000000000e+00,6.299999999999999822e+00,2.100000000000000089e+00,1.300000000000000044e+00,7.299999999999999822e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.399999999999999911e+00,6.600000000000000311e-01,3.400000000000000244e-01,3.499999999999999778e-01,5.099999999999999645e+00,1.100000000000000089e+00,1.800000000000000044e+00,1.100000000000000089e+00,1.500000000000000000e+00,2.600000000000000089e+00,1.399999999999999911e+00,6.899999999999999467e-01,5.999999999999999778e-02,5.200000000000000178e-01,5.000000000000000000e-01,1.179999999999999938e+00,1.250000000000000000e+00,1.649999999999999911e+00,6.600000000000000311e-01,1.489999999999999991e+00,4.299999999999999933e-01,3.319999999999999840e+00,6.669999999999999929e+00,2.200000000000000011e-01,2.200000000000000011e-01,0.000000000000000000e+00
3.200000000000000178e+00,1.600000000000000089e+00,1.699999999999999956e+00,5.599999999999999645e+00,1.399999999999999911e+00,0.000000000000000000e+00,1.500000000000000000e+00,5.000000000000000000e-01,1.399999999999999911e+00,5.100000000000000089e-01,7.299999999999999822e+00,5.799999999999999822e+00,2.100000000000000089e+00,1.800000000000000044e+00,7.599999999999999645e+00,5.000000000000000000e-01,2.200000000000000011e-01,2.200000000000000178e+00,6.600000000000000311e-01,3.400000000000000244e-01,3.300000000000000155e-01,3.500000000000000000e+00,9.499999999999999556e-01,1.800000000000000044e+00,1.000000000000000000e+00,1.500000000000000000e+00,2.500000000000000000e+00,1.600000000000000089e+00,6.800000000000000488e-01,8.000000000000000167e-02,5.000000000000000000e-01,4.600000000000000200e-01,1.189999999999999947e+00,1.260000000000000009e+00,1.770000000000000018e+00,7.399999999999999911e-01,7.299999999999999822e-01,4.899999999999999911e-01,2.759999999999999787e+00,4.370000000000000107e+00,2.700000000000000178e-01,2.300000000000000100e-01,0.000000000000000000e+00
4.000000000000000000e+00,2.500000000000000000e+00,1.699999999999999956e+00,6.700000000000000178e+00,1.300000000000000044e+00,0.000000000000000000e+00,1.500000000000000000e+00,4.500000000000000111e-01,1.399999999999999911e+00,2.200000000000000178e+00,7.900000000000000355e+00,5.599999999999999645e+00,2.100000000000000089e+00,2.899999999999999911e+00,6.500000000000000000e+00,5.200000000000000178e-01,2.500000000000000000e-01,2.100000000000000089e+00,6.099999999999999867e-01,3.599999999999999867e-01,3.200000000000000067e-01,2.200000000000000178e+00,6.999999999999999556e-01,1.699999999999999956e+00,1.100000000000000089e+00,1.600000000000000089e+00,2.399999999999999911e+00,1.600000000000000089e+00,6.899999999999999467e-01,8.999999999999999667e-02,5.500000000000000444e-01,4.500000000000000111e-01,1.169999999999999929e+00,1.260000000000000009e+00,1.699999999999999956e+00,7.900000000000000355e-01,5.600000000000000533e-01,5.000000000000000000e-01,1.820000000000000062e+00,3.990000000000000213e+00,3.099999999999999978e-01,2.300000000000000100e-01,0.000000000000000000e+00
4.799999999999999822e+00,3.100000000000000089e+00,2.200000000000000178e+00,3.600000000000000089e+00,1.100000000000000089e+00,0.000000000000000000e+00,1.500000000000000000e+00,5.899999999999999689e-01,1.300000000000000044e+00,1.399999999999999911e+00,7.900000000000000355e+00,5.400000000000000355e+00,2.000000000000000000e+00,2.399999999999999911e+00,6.200000000000000178e+00,5.200000000000000178e-01,2.800000000000000266e-01,2.000000000000000000e+00,5.999999999999999778e-01,3.900000000000000133e-01,3.200000000000000067e-01,1.800000000000000044e+00,6.300000000000000044e-01,1.699999999999999956e+00,9.899999999999999911e-01,1.600000000000000089e+00,2.299999999999999822e+00,1.399999999999999911e+00,6.899999999999999467e-01,8.999999999999999667e-02,4.500000000000000111e-01,4.299999999999999933e-01,1.189999999999999947e+00,1.250000000000000000e+00,1.639999999999999902e+00,8.000000000000000444e-01,5.100000000000000089e-01,5.100000000000000089e-01,1.500000000000000000e+00,4.730000000000000426e+00,3.499999999999999778e-01,2.300000000000000100e-01,0.000000000000000000e+00
4.000000000000000000e+00,2.600000000000000089e+00,1.899999999999999911e+00,3.200000000000000178e+00,1.100000000000000089e+00,5.999999999999999778e-02,1.500000000000000000e+00,6.400000000000000133e-01,1.300000000000000044e+00,1.000000000000000000e+00,7.599999999999999645e+00,5.299999999999999822e+00,2.000000000000000000e+00,2.500000000000000000e+00,6.099999999999999645e+00,5.200000000000000178e-01,3.200000000000000067e-01,1.899999999999999911e+00,6.199999999999999956e-01,4.099999999999999756e-01,2.999999999999999889e-01,1.800000000000000044e+00,5.899999999999999689e-01,1.600000000000000089e+00,9.899999999999999911e-01,5.099999999999999645e+00,2.299999999999999822e+00,1.399999999999999911e+00,7.900000000000000355e-01,1.000000000000000056e-01,4.500000000000000111e-01,4.299999999999999933e-01,1.229999999999999982e+00,1.270000000000000018e+00,1.620000000000000107e+00,8.000000000000000444e-01,4.699999999999999734e-01,5.100000000000000089e-01,1.270000000000000018e+00,4.690000000000000391e+00,4.000000000000000222e-01,3.400000000000000244e-01,0.000000000000000000e+00
