1.971000000000000000e+03,1.972000000000000000e+03,1.973000000000000000e+03,1.974000000000000000e+03,1.975000000000000000e+03,1.976000000000000000e+03,1.977000000000000000e+03,1.978000000000000000e+03,1.979000000000000000e+03,1.980000000000000000e+03,1.981000000000000000e+03,1.982000000000000000e+03,1.983000000000000000e+03,1.984000000000000000e+03
1.000000000000000000e+00,6.199999999999999956e-01,1.000000000000000000e+00,1.899999999999999911e+00,1.699999999999999956e+00,2.000000000000000000e+00,8.499999999999999778e-01,1.100000000000000089e+00,8.800000000000000044e-01,9.699999999999999734e-01,6.899999999999999467e-01,2.100000000000000089e+00,3.899999999999999911e+00,1.399999999999999911e+00
1.000000000000000000e+00,6.199999999999999956e-01,1.000000000000000000e+00,1.899999999999999911e+00,1.800000000000000044e+00,1.699999999999999956e+00,8.000000000000000444e-01,1.000000000000000000e+00,8.800000000000000044e-01,9.699999999999999734e-01,6.800000000000000488e-01,2.100000000000000089e+00,3.600000000000000089e+00,1.399999999999999911e+00
1.000000000000000000e+00,6.199999999999999956e-01,1.000000000000000000e+00,1.899999999999999911e+00,1.800000000000000044e+00,1.300000000000000044e+00,8.499999999999999778e-01,9.799999999999999822e-01,8.800000000000000044e-01,9.699999999999999734e-01,6.400000000000000133e-01,2.100000000000000089e+00,3.299999999999999822e+00,1.399999999999999911e+00
1.000000000000000000e+00,6.199999999999999956e-01,1.000000000000000000e+00,1.899999999999999911e+00,1.800000000000000044e+00,1.100000000000000089e+00,8.499999999999999778e-01,9.799999999999999822e-01,8.800000000000000044e-01,9.699999999999999734e-01,6.899999999999999467e-01,2.100000000000000089e+00,3.000000000000000000e+00,1.500000000000000000e+00
1.000000000000000000e+00,6.199999999999999956e-01,1.000000000000000000e+00,1.899999999999999911e+00,1.699999999999999956e+00,1.100000000000000089e+00,9.000000000000000222e-01,9.799999999999999822e-01,9.499999999999999556e-01,9.699999999999999734e-01,6.899999999999999467e-01,2.100000000000000089e+00,2.600000000000000089e+00,1.600000000000000089e+00
1.000000000000000000e+00,6.199999999999999956e-01,1.000000000000000000e+00,1.899999999999999911e+00,1.500000000000000000e+00,1.100000000000000089e+00,7.500000000000000000e-01,9.799999999999999822e-01,9.699999999999999734e-01,9.699999999999999734e-01,6.400000000000000133e-01,2.100000000000000089e+00,2.299999999999999822e+00,1.600000000000000089e+00
1.000000000000000000e+00,5.100000000000000089e-01,2.500000000000000000e+00,1.899999999999999911e+00,1.500000000000000000e+00,9.899999999999999911e-01,6.899999999999999467e-01,9.799999999999999822e-01,9.699999999999999734e-01,9.499999999999999556e-01,1.000000000000000000e+00,2.100000000000000089e+00,2.299999999999999822e+00,1.600000000000000089e+00
1.000000000000000000e+00,4.500000000000000111e-01,2.100000000000000089e+00,1.899999999999999911e+00,1.699999999999999956e+00,9.899999999999999911e-01,6.999999999999999556e-01,9.799999999999999822e-01,9.699999999999999734e-01,8.800000000000000044e-01,9.699999999999999734e-01,2.100000000000000089e+00,2.299999999999999822e+00,1.600000000000000089e+00
1.000000000000000000e+00,5.799999999999999600e-01,1.600000000000000089e+00,1.899999999999999911e+00,3.700000000000000178e+00,9.899999999999999911e-01,6.999999999999999556e-01,9.799999999999999822e-01,9.699999999999999734e-01,8.800000000000000044e-01,8.699999999999999956e-01,1.899999999999999911e+00,2.299999999999999822e+00,1.600000000000000089e+00
1.000000000000000000e+00,4.099999999999999645e+00,1.300000000000000044e+00,1.899999999999999911e+00,1.100000000000000000e+01,9.899999999999999911e-01,6.999999999999999556e-01,9.799999999999999822e-01,9.699999999999999734e-01,9.100000000000000311e-01,8.000000000000000444e-01,1.899999999999999911e+00,2.299999999999999822e+00,1.600000000000000089e+00
1.000000000000000000e+00,1.500000000000000000e+00,1.199999999999999956e+00,1.899999999999999911e+00,4.400000000000000355e+00,9.200000000000000400e-01,6.999999999999999556e-01,9.799999999999999822e-01,9.699999999999999734e-01,9.699999999999999734e-01,8.800000000000000044e-01,1.899999999999999911e+00,2.299999999999999822e+00,3.200000000000000178e+00
1.100000000000000089e+00,1.699999999999999956e+00,1.100000000000000089e+00,1.899999999999999911e+00,3.000000000000000000e+00,8.800000000000000044e-01,6.999999999999999556e-01,9.799999999999999822e-01,8.900000000000000133e-01,9.699999999999999734e-01,8.800000000000000044e-01,1.899999999999999911e+00,2.299999999999999822e+00,1.199999999999999956e+00
1.100000000000000089e+00,2.000000000000000000e+00,1.100000000000000089e+00,1.899999999999999911e+00,2.600000000000000089e+00,8.800000000000000044e-01,6.800000000000000488e-01,9.799999999999999822e-01,8.800000000000000044e-01,9.699999999999999734e-01,8.299999999999999600e-01,1.899999999999999911e+00,2.299999999999999822e+00,1.000000000000000000e+00
1.100000000000000089e+00,3.200000000000000178e+00,1.100000000000000089e+00,1.899999999999999911e+00,2.399999999999999911e+00,8.800000000000000044e-01,6.099999999999999867e-01,9.799999999999999822e-01,8.800000000000000044e-01,1.000000000000000000e+00,7.800000000000000266e-01,1.899999999999999911e+00,2.299999999999999822e+00,1.000000000000000000e+00
1.100000000000000089e+00,4.200000000000000178e+00,1.000000000000000000e+00,1.899999999999999911e+00,2.299999999999999822e+00,8.800000000000000044e-01,6.099999999999999867e-01,9.799999999999999822e-01,8.800000000000000044e-01,1.199999999999999956e+00,7.800000000000000266e-01,1.899999999999999911e+00,2.299999999999999822e+00,9.599999999999999645e-01
8.800000000000000044e-01,4.799999999999999822e+00,1.000000000000000000e+00,1.899999999999999911e+00,2.299999999999999822e+00,8.599999999999999867e-01,6.099999999999999867e-01,9.799999999999999822e-01,8.800000000000000044e-01,1.100000000000000089e+00,7.800000000000000266e-01,1.899999999999999911e+00,2.299999999999999822e+00,5.200000000000000178e+00
1.100000000000000089e+00,6.099999999999999645e+00,1.000000000000000000e+00,1.800000000000000044e+00,2.299999999999999822e+00,7.800000000000000266e-01,6.099999999999999867e-01,9.799999999999999822e-01,8.800000000000000044e-01,1.100000000000000089e+00,6.999999999999999556e-01,1.899999999999999911e+00,2.299999999999999822e+00,3.399999999999999911e+00
1.300000000000000044e+00,2.399999999999999911e+00,1.000000000000000000e+00,1.800000000000000044e+00,2.000000000000000000e+00,7.800000000000000266e-01,6.099999999999999867e-01,9.799999999999999822e-01,9.499999999999999556e-01,1.000000000000000000e+00,6.899999999999999467e-01,2.100000000000000089e+00,2.600000000000000089e+00,1.500000000000000000e+00
