1.958000000000000000e+03,1.959000000000000000e+03,1.960000000000000000e+03,1.961000000000000000e+03,1.962000000000000000e+03,1.963000000000000000e+03,1.964000000000000000e+03,1.965000000000000000e+03,1.966000000000000000e+03,1.967000000000000000e+03,1.968000000000000000e+03,1.969000000000000000e+03,1.970000000000000000e+03,1.971000000000000000e+03,1.972000000000000000e+03,1.973000000000000000e+03,1.974000000000000000e+03,1.975000000000000000e+03,1.976000000000000000e+03,1.977000000000000000e+03,1.978000000000000000e+03,1.979000000000000000e+03,1.980000000000000000e+03,1.981000000000000000e+03,1.982000000000000000e+03,1.983000000000000000e+03,1.984000000000000000e+03,1.985000000000000000e+03,1.986000000000000000e+03,1.987000000000000000e+03,1.988000000000000000e+03,1.989000000000000000e+03,1.990000000000000000e+03,1.991000000000000000e+03,1.992000000000000000e+03,1.993000000000000000e+03,1.994000000000000000e+03,1.995000000000000000e+03,1.996000000000000000e+03,1.997000000000000000e+03,1.998000000000000000e+03,1.999000000000000000e+03,2.000000000000000000e+03,2.001000000000000000e+03,2.002000000000000000e+03,2.003000000000000000e+03,2.004000000000000000e+03
4.700000000000000178e+00,4.299999999999999822e+00,2.299999999999999822e+00,2.700000000000000178e+00,4.299999999999999822e+00,3.500000000000000000e+00,1.600000000000000089e+00,4.400000000000000355e+00,5.900000000000000355e+00,4.200000000000000178e+00,3.000000000000000000e+00,5.000000000000000000e+00,2.500000000000000000e+00,1.600000000000000000e+01,1.000000000000000000e+01,8.300000000000000711e+00,5.099999999999999645e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.110000000000000098e+00,2.850000000000000089e+00,3.430000000000000160e+00
4.700000000000000178e+00,4.000000000000000000e+00,2.299999999999999822e+00,2.700000000000000178e+00,4.000000000000000000e+00,3.299999999999999822e+00,1.600000000000000089e+00,4.099999999999999645e+00,5.599999999999999645e+00,9.300000000000000711e+00,3.000000000000000000e+00,5.000000000000000000e+00,2.500000000000000000e+00,1.100000000000000000e+01,8.800000000000000711e+00,8.000000000000000000e+00,5.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.199999999999999956e+00,1.189999999999999947e+00,2.859999999999999876e+00,3.410000000000000142e+00
4.700000000000000178e+00,4.000000000000000000e+00,2.299999999999999822e+00,2.600000000000000089e+00,3.799999999999999822e+00,3.000000000000000000e+00,1.600000000000000089e+00,4.099999999999999645e+00,5.400000000000000355e+00,5.200000000000000000e+01,3.000000000000000000e+00,5.000000000000000000e+00,2.500000000000000000e+00,9.500000000000000000e+00,8.099999999999999645e+00,7.799999999999999822e+00,5.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.199999999999999956e+00,1.169999999999999929e+00,3.020000000000000018e+00,3.410000000000000142e+00
4.700000000000000178e+00,4.000000000000000000e+00,2.299999999999999822e+00,2.600000000000000089e+00,3.799999999999999822e+00,3.000000000000000000e+00,1.500000000000000000e+00,4.099999999999999645e+00,5.200000000000000178e+00,2.100000000000000000e+01,3.000000000000000000e+00,5.299999999999999822e+00,2.500000000000000000e+00,8.500000000000000000e+00,7.099999999999999645e+00,7.599999999999999645e+00,4.799999999999999822e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.100000000000000089e+00,1.149999999999999911e+00,3.069999999999999840e+00,3.250000000000000000e+00
4.700000000000000178e+00,4.000000000000000000e+00,2.600000000000000089e+00,2.600000000000000089e+00,3.799999999999999822e+00,3.299999999999999822e+00,1.399999999999999911e+00,4.700000000000000178e+00,5.000000000000000000e+00,1.600000000000000000e+01,3.000000000000000000e+00,5.299999999999999822e+00,2.500000000000000000e+00,7.799999999999999822e+00,7.099999999999999645e+00,7.500000000000000000e+00,4.799999999999999822e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.100000000000000089e+00,1.270000000000000018e+00,3.049999999999999822e+00,3.270000000000000018e+00
4.700000000000000178e+00,4.000000000000000000e+00,5.000000000000000000e+00,2.399999999999999911e+00,3.500000000000000000e+00,4.000000000000000000e+00,1.399999999999999911e+00,5.400000000000000355e+00,4.799999999999999822e+00,1.500000000000000000e+01,3.000000000000000000e+00,5.299999999999999822e+00,2.500000000000000000e+00,7.400000000000000355e+00,7.099999999999999645e+00,9.000000000000000000e+00,4.799999999999999822e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.100000000000000089e+00,1.320000000000000062e+00,3.060000000000000053e+00,3.220000000000000195e+00
4.900000000000000355e+00,4.000000000000000000e+00,8.000000000000000000e+00,2.399999999999999911e+00,3.500000000000000000e+00,4.000000000000000000e+00,1.399999999999999911e+00,5.799999999999999822e+00,4.599999999999999645e+00,1.300000000000000000e+01,3.000000000000000000e+00,5.299999999999999822e+00,2.500000000000000000e+00,7.099999999999999645e+00,6.700000000000000178e+00,1.900000000000000000e+01,4.799999999999999822e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.199999999999999956e+00,1.290000000000000036e+00,3.109999999999999876e+00,3.029999999999999805e+00
4.900000000000000355e+00,4.599999999999999645e+00,8.000000000000000000e+00,2.399999999999999911e+00,4.799999999999999822e+00,5.000000000000000000e+00,1.399999999999999911e+00,5.799999999999999822e+00,4.400000000000000355e+00,1.100000000000000000e+01,3.299999999999999822e+00,5.299999999999999822e+00,2.500000000000000000e+00,6.700000000000000178e+00,6.400000000000000355e+00,4.700000000000000000e+01,4.799999999999999822e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.199999999999999956e+00,1.229999999999999982e+00,3.220000000000000195e+00,3.399999999999999911e+00
4.900000000000000355e+00,6.099999999999999645e+00,5.900000000000000355e+00,2.600000000000000089e+00,7.299999999999999822e+00,5.500000000000000000e+00,1.399999999999999911e+00,5.400000000000000355e+00,4.200000000000000178e+00,1.000000000000000000e+01,3.299999999999999822e+00,5.299999999999999822e+00,2.500000000000000000e+00,6.400000000000000355e+00,6.400000000000000355e+00,3.000000000000000000e+01,5.299999999999999822e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.199999999999999956e+00,1.139999999999999902e+00,3.330000000000000071e+00,4.450000000000000178e+00
