1.953000000000000000e+03,1.954000000000000000e+03,1.955000000000000000e+03,1.956000000000000000e+03,1.957000000000000000e+03,1.958000000000000000e+03,1.959000000000000000e+03,1.960000000000000000e+03,1.961000000000000000e+03,1.962000000000000000e+03,1.963000000000000000e+03,1.964000000000000000e+03,1.965000000000000000e+03,1.966000000000000000e+03,1.967000000000000000e+03,1.968000000000000000e+03,1.969000000000000000e+03,1.970000000000000000e+03,1.971000000000000000e+03,1.972000000000000000e+03
1.800000000000000044e+00,1.399999999999999911e+00,1.000000000000000000e+00,2.200000000000000178e+00,2.399999999999999911e+00,5.200000000000000178e+00,2.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.399999999999999911e+00,2.600000000000000089e+00,8.000000000000000444e-01,2.700000000000000178e+00,4.000000000000000222e-01,6.799999999999999822e+00,0.000000000000000000e+00,4.599999999999999645e+00,2.200000000000000011e-01,2.500000000000000000e+00,0.000000000000000000e+00
1.800000000000000044e+00,1.500000000000000000e+00,9.000000000000000222e-01,2.100000000000000089e+00,2.399999999999999911e+00,5.200000000000000178e+00,2.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000089e+00,2.600000000000000089e+00,6.999999999999999556e-01,2.399999999999999911e+00,4.000000000000000222e-01,7.099999999999999645e+00,0.000000000000000000e+00,4.400000000000000355e+00,2.399999999999999911e-01,2.200000000000000178e+00,0.000000000000000000e+00
1.800000000000000044e+00,1.899999999999999911e+00,9.000000000000000222e-01,2.200000000000000178e+00,2.600000000000000089e+00,4.599999999999999645e+00,2.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,2.600000000000000089e+00,4.000000000000000222e-01,2.000000000000000000e+00,6.999999999999999556e-01,7.099999999999999645e+00,0.000000000000000000e+00,4.400000000000000355e+00,2.600000000000000089e-01,1.800000000000000044e+00,0.000000000000000000e+00
1.699999999999999956e+00,1.899999999999999911e+00,9.000000000000000222e-01,3.600000000000000089e+00,4.599999999999999645e+00,4.400000000000000355e+00,2.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000089e+00,2.600000000000000089e+00,2.999999999999999889e-01,2.000000000000000000e+00,8.000000000000000444e-01,7.099999999999999645e+00,0.000000000000000000e+00,4.599999999999999645e+00,2.999999999999999889e-01,1.699999999999999956e+00,0.000000000000000000e+00
1.300000000000000044e+00,1.899999999999999911e+00,1.000000000000000000e+00,1.400000000000000000e+01,2.899999999999999911e+00,4.400000000000000355e+00,2.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000044e+00,2.600000000000000089e+00,2.000000000000000111e-01,2.200000000000000178e+00,1.000000000000000000e+00,7.400000000000000355e+00,5.300000000000000266e-01,4.599999999999999645e+00,3.099999999999999978e-01,1.500000000000000000e+00,9.699999999999999734e-01
1.100000000000000089e+00,1.899999999999999911e+00,9.000000000000000222e-01,8.599999999999999645e+00,2.899999999999999911e+00,4.400000000000000355e+00,2.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000089e+00,3.200000000000000178e+00,2.000000000000000111e-01,2.399999999999999911e+00,1.000000000000000000e+00,7.400000000000000355e+00,8.000000000000000444e-01,4.599999999999999645e+00,3.400000000000000244e-01,1.399999999999999911e+00,2.200000000000000178e+00
1.100000000000000089e+00,1.899999999999999911e+00,1.000000000000000000e+00,6.900000000000000355e+00,2.899999999999999911e+00,4.599999999999999645e+00,2.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.200000000000000178e+00,2.000000000000000111e-01,2.399999999999999911e+00,1.000000000000000000e+00,7.400000000000000355e+00,9.100000000000000311e-01,4.599999999999999645e+00,4.299999999999999933e-01,1.199999999999999956e+00,2.299999999999999822e+00
1.100000000000000089e+00,1.899999999999999911e+00,8.000000000000000444e-01,6.900000000000000355e+00,2.899999999999999911e+00,4.900000000000000355e+00,2.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,3.200000000000000178e+00,2.000000000000000111e-01,2.000000000000000000e+00,1.000000000000000000e+00,6.799999999999999822e+00,1.000000000000000000e+00,4.599999999999999645e+00,5.699999999999999512e-01,1.100000000000000089e+00,2.100000000000000089e+00
1.100000000000000089e+00,1.899999999999999911e+00,9.000000000000000222e-01,6.000000000000000000e+00,2.899999999999999911e+00,5.200000000000000178e+00,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.899999999999999911e+00,3.200000000000000178e+00,2.999999999999999889e-01,1.899999999999999911e+00,1.000000000000000000e+00,6.200000000000000178e+00,1.000000000000000000e+00,4.599999999999999645e+00,7.399999999999999911e-01,1.100000000000000089e+00,2.100000000000000089e+00
