1.950000000000000000e+03,1.951000000000000000e+03,1.952000000000000000e+03,1.953000000000000000e+03,1.954000000000000000e+03,1.955000000000000000e+03,1.956000000000000000e+03,1.957000000000000000e+03,1.958000000000000000e+03,1.959000000000000000e+03,1.960000000000000000e+03,1.961000000000000000e+03,1.962000000000000000e+03,1.963000000000000000e+03,1.964000000000000000e+03,1.965000000000000000e+03,1.966000000000000000e+03,1.967000000000000000e+03,1.968000000000000000e+03,1.969000000000000000e+03,1.970000000000000000e+03,1.971000000000000000e+03,1.972000000000000000e+03,1.973000000000000000e+03,1.974000000000000000e+03,1.975000000000000000e+03,1.976000000000000000e+03,1.977000000000000000e+03,1.978000000000000000e+03,1.979000000000000000e+03,1.980000000000000000e+03,1.981000000000000000e+03,1.982000000000000000e+03
8.000000000000000444e-01,2.999999999999999889e-01,3.799999999999999822e+00,1.000000000000000000e+00,6.999999999999999556e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.000000000000000222e-01,3.000000000000000000e+00,1.399999999999999911e+00,4.000000000000000222e-01,2.000000000000000111e-01,1.600000000000000089e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.999999999999999889e-01,1.199999999999999956e+00,3.700000000000000178e+00,1.000000000000000000e+00,3.100000000000000089e+00,1.199999999999999956e+00,1.000000000000000000e+00,8.499999999999999778e-01,nan,9.799999999999999822e-01,1.100000000000000089e+00,3.799999999999999822e+00,3.699999999999999956e-01,3.200000000000000178e+00,1.800000000000000044e+00,1.800000000000000044e+00,9.799999999999999822e-01,9.000000000000000222e-01
8.000000000000000444e-01,2.999999999999999889e-01,3.799999999999999822e+00,1.000000000000000000e+00,6.999999999999999556e-01,4.000000000000000222e-01,5.000000000000000000e-01,4.000000000000000222e-01,3.000000000000000000e+00,1.300000000000000044e+00,4.000000000000000222e-01,2.000000000000000111e-01,1.600000000000000089e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.999999999999999889e-01,1.199999999999999956e+00,3.700000000000000178e+00,1.000000000000000000e+00,3.100000000000000089e+00,1.199999999999999956e+00,1.000000000000000000e+00,8.499999999999999778e-01,nan,9.799999999999999822e-01,1.100000000000000089e+00,3.500000000000000000e+00,3.699999999999999956e-01,3.200000000000000178e+00,1.800000000000000044e+00,1.800000000000000044e+00,1.100000000000000089e+00,9.000000000000000222e-01
5.999999999999999778e-01,4.000000000000000222e-01,3.799999999999999822e+00,9.000000000000000222e-01,6.999999999999999556e-01,4.000000000000000222e-01,5.999999999999999778e-01,5.000000000000000000e-01,2.799999999999999822e+00,1.199999999999999956e+00,4.000000000000000222e-01,2.000000000000000111e-01,1.500000000000000000e+00,5.999999999999999778e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.199999999999999956e+00,3.700000000000000178e+00,1.000000000000000000e+00,3.100000000000000089e+00,1.199999999999999956e+00,1.000000000000000000e+00,8.499999999999999778e-01,nan,9.799999999999999822e-01,9.799999999999999822e-01,3.000000000000000000e+00,3.699999999999999956e-01,3.200000000000000178e+00,1.800000000000000044e+00,1.600000000000000089e+00,1.100000000000000089e+00,9.000000000000000222e-01
5.999999999999999778e-01,4.000000000000000222e-01,3.799999999999999822e+00,8.000000000000000444e-01,6.999999999999999556e-01,5.000000000000000000e-01,6.999999999999999556e-01,5.000000000000000000e-01,2.600000000000000089e+00,1.000000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,1.500000000000000000e+00,8.000000000000000444e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.199999999999999956e+00,3.700000000000000178e+00,1.000000000000000000e+00,3.100000000000000089e+00,1.199999999999999956e+00,1.000000000000000000e+00,8.499999999999999778e-01,nan,9.799999999999999822e-01,9.799999999999999822e-01,2.700000000000000178e+00,3.699999999999999956e-01,3.200000000000000178e+00,1.800000000000000044e+00,1.600000000000000089e+00,1.100000000000000089e+00,9.000000000000000222e-01
5.999999999999999778e-01,2.999999999999999889e-01,3.600000000000000089e+00,8.000000000000000444e-01,8.000000000000000444e-01,5.000000000000000000e-01,6.999999999999999556e-01,4.000000000000000222e-01,2.600000000000000089e+00,1.000000000000000000e+00,4.000000000000000222e-01,2.000000000000000111e-01,1.500000000000000000e+00,8.000000000000000444e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.199999999999999956e+00,3.399999999999999911e+00,1.000000000000000000e+00,3.100000000000000089e+00,1.199999999999999956e+00,1.000000000000000000e+00,8.499999999999999778e-01,nan,1.100000000000000089e+00,9.799999999999999822e-01,2.500000000000000000e+00,3.699999999999999956e-01,3.200000000000000178e+00,1.800000000000000044e+00,1.800000000000000044e+00,9.799999999999999822e-01,9.000000000000000222e-01
5.000000000000000000e-01,2.999999999999999889e-01,3.600000000000000089e+00,8.000000000000000444e-01,8.000000000000000444e-01,5.000000000000000000e-01,6.999999999999999556e-01,5.000000000000000000e-01,2.799999999999999822e+00,1.000000000000000000e+00,2.999999999999999889e-01,2.000000000000000111e-01,1.500000000000000000e+00,5.999999999999999778e-01,2.000000000000000111e-01,2.000000000000000111e-01,1.199999999999999956e+00,3.100000000000000089e+00,1.000000000000000000e+00,3.100000000000000089e+00,1.199999999999999956e+00,1.000000000000000000e+00,8.499999999999999778e-01,nan,1.100000000000000089e+00,9.799999999999999822e-01,2.200000000000000178e+00,3.699999999999999956e-01,3.200000000000000178e+00,1.800000000000000044e+00,1.800000000000000044e+00,9.799999999999999822e-01,9.000000000000000222e-01
5.000000000000000000e-01,2.000000000000000111e-01,3.799999999999999822e+00,8.000000000000000444e-01,8.000000000000000444e-01,5.000000000000000000e-01,5.999999999999999778e-01,5.000000000000000000e-01,3.000000000000000000e+00,1.000000000000000000e+00,2.999999999999999889e-01,2.999999999999999889e-01,1.500000000000000000e+00,5.000000000000000000e-01,2.000000000000000111e-01,2.999999999999999889e-01,1.199999999999999956e+00,2.799999999999999822e+00,1.000000000000000000e+00,3.100000000000000089e+00,1.199999999999999956e+00,1.000000000000000000e+00,8.499999999999999778e-01,nan,1.100000000000000089e+00,1.100000000000000089e+00,2.000000000000000000e+00,3.699999999999999956e-01,3.200000000000000178e+00,1.800000000000000044e+00,1.800000000000000044e+00,9.799999999999999822e-01,8.199999999999999512e-01
5.000000000000000000e-01,2.000000000000000111e-01,3.600000000000000089e+00,9.000000000000000222e-01,6.999999999999999556e-01,5.000000000000000000e-01,5.999999999999999778e-01,4.000000000000000222e-01,3.000000000000000000e+00,1.000000000000000000e+00,2.999999999999999889e-01,2.999999999999999889e-01,1.399999999999999911e+00,5.000000000000000000e-01,2.000000000000000111e-01,4.000000000000000222e-01,1.199999999999999956e+00,2.799999999999999822e+00,1.000000000000000000e+00,3.100000000000000089e+00,1.199999999999999956e+00,8.499999999999999778e-01,8.499999999999999778e-01,nan,1.199999999999999956e+00,1.100000000000000089e+00,1.800000000000000044e+00,3.699999999999999956e-01,3.200000000000000178e+00,1.800000000000000044e+00,1.800000000000000044e+00,9.799999999999999822e-01,8.199999999999999512e-01
5.999999999999999778e-01,2.000000000000000111e-01,3.799999999999999822e+00,1.000000000000000000e+00,6.999999999999999556e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.000000000000000222e-01,3.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000222e-01,2.999999999999999889e-01,1.399999999999999911e+00,5.000000000000000000e-01,2.000000000000000111e-01,4.000000000000000222e-01,1.199999999999999956e+00,2.799999999999999822e+00,1.000000000000000000e+00,3.100000000000000089e+00,1.000000000000000000e+00,8.499999999999999778e-01,8.499999999999999778e-01,nan,1.199999999999999956e+00,1.100000000000000089e+00,1.800000000000000044e+00,3.699999999999999956e-01,3.200000000000000178e+00,1.800000000000000044e+00,1.800000000000000044e+00,9.799999999999999822e-01,8.199999999999999512e-01
